Temp,Temp Indicateur,Hum. rel (%),Hum. rel. Indicateur,Vit. du vent (km/h),Pression de la station (kPa),Pression de la station Indicateur,Temps
9.7,,85,,17,102.79,,
9.9,,87,,17,102.83,,
11.6,,78,,15,102.86,,
13.7,,67,,14,102.87,,
14.9,,61,,14,102.86,,
16.5,,57,,13,102.86,,
17.4,,53,,16,102.82,,
18.1,,48,,13,102.76,,
18.5,,47,,16,102.69,,
18.5,,45,,12,102.65,,
18.3,,45,,12,102.61,,
17.8,,47,,9,102.62,,
17,,55,,10,102.64,,
15,,64,,8,102.67,,
14.3,,66,,7,102.68,,
12.3,,73,,7,102.68,,
10.6,,79,,7,102.69,,
11,,76,,9,102.7,,
9.5,,81,,7,102.69,,
9.8,,83,,7,102.69,,
7.2,,92,,4,102.65,,
6.6,,93,,6,102.64,,
7.9,,90,,10,102.63,,
8.2,,87,,10,102.63,,
7.6,,88,,5,102.67,,
9.3,,85,,6,102.69,,
11.1,,79,,12,102.7,,
13.4,,72,,12,102.68,,
15.4,,67,,10,102.64,,
16.7,,61,,8,102.62,,
18.6,,53,,9,102.54,,
19.9,,44,,10,102.47,,
20.1,,41,,8,102.41,,
20.9,,43,,12,102.33,,
20.2,,44,,12,102.3,,
20.3,,43,,7,102.28,,
19.2,,44,,11,102.3,,
18,,43,,10,102.29,,
17.6,,48,,7,102.3,,
15.8,,58,,5,102.31,,
13,,71,,4,102.31,,
13.6,,73,,10,102.32,,
11.5,,84,,6,102.33,,
10.7,,88,,6,102.32,,
11.3,,86,,9,102.29,,
9.8,,88,,6,102.3,,
10.4,,85,,9,102.29,,
8.9,,90,,7,102.3,,
9.8,,88,,8,102.33,,
11.5,,85,,8,102.36,,
13.4,,85,,8,102.37,,
15.1,,78,,5,102.38,,
16.7,,67,,8,102.36,,
18.4,,60,,8,102.32,,
19.7,,53,,4,102.26,,
20.6,,57,,4,102.18,,
21,,52,,7,102.13,,
21.2,,52,,6,102.07,,
20.8,,54,,11,102.05,,
20.3,,55,,10,102.03,,
18.9,,63,,4,102.04,,
17.7,,66,,4,102.06,,
17.7,,70,,8,102.05,,
16.8,,73,,8,102.02,,
16.2,,77,,9,102.02,,
14.2,,84,,7,102.02,,
13.6,,89,,7,102.03,,
12.3,,92,,6,102.03,,
12.9,,91,,10,101.98,,
12.3,,92,,7,101.97,,
12,,92,,11,102,,
11.6,,92,,10,102,,
11.6,,94,,12,102.05,,
12.3,,92,,11,102.08,,
14,,87,,11,102.11,,
14.8,,81,,13,102.09,,
16.9,,74,,10,102.09,,
19.2,,64,,6,102.08,,
18.5,,59,,11,102.03,,
18.9,,60,,5,101.97,,
19.4,,57,,9,101.93,,
19.6,,58,,9,101.9,,
20,,59,,6,101.88,,
19.8,,57,,8,101.89,,
18.3,,60,,10,101.9,,
17.5,,59,,9,101.95,,
16.7,,63,,7,101.97,,
16.9,,61,,5,101.99,,
