Temp,Temp Indicateur,Hum. rel (%),Hum. rel. Indicateur,Vit. du vent (km/h),Pression de la station (kPa),Pression de la station Indicateur,Temps
3.4,,84,,4,102.31,,
3.2,,85,,5,102.25,,
4.2,,84,,6,102.21,,
4.2,,90,,4,102.19,,
3.9,,91,,5,102.16,,
4.2,,92,,7,102.14,,
4.1,,91,,12,102.15,,
4.1,,91,,9,102.1,,
3.5,,93,,5,102.1,,
4.4,,90,,3,102.1,,
4.8,,88,,5,102.05,,
5.8,,82,,4,102.03,,
6.5,,80,,6,101.88,,
7,,81,,6,101.85,,
7.1,,83,,6,101.78,,
6.7,,84,,8,101.77,,
5.5,,90,,11,101.78,,
5.2,,92,,6,101.79,,
5.4,,91,,4,101.75,,
6,,89,,7,101.76,,
5.7,,90,,11,101.73,,
5.5,,92,,13,101.7,,
4.2,,94,,15,101.7,,
4,,93,,10,101.67,,
4.4,,93,,13,101.62,,
4.3,,92,,12,101.61,,
3.9,,90,,13,101.59,,
3.9,,90,,12,101.63,,
3.6,,92,,14,101.61,,
3.5,,92,,11,101.59,,
3.5,,92,,12,101.59,,
3.5,,90,,14,101.62,,
3.4,,89,,18,101.63,,
3.3,,94,,19,101.59,,
3.5,,94,,16,101.59,,
3.6,,93,,13,101.53,,
3.6,,93,,15,101.46,,
3.9,,91,,14,101.35,,
4,,87,,16,101.31,,
4.2,,82,,13,101.3,,
3.8,,82,,17,101.24,,
3.7,,80,,16,101.24,,
3.6,,78,,16,101.26,,
3.1,,81,,14,101.24,,
2.3,,93,,18,101.18,,
1.8,,96,,17,101.16,,
1.1,,96,,18,101.14,,
1.4,,97,,16,101.13,,
1.4,,97,,21,101.04,,
1.4,,97,,15,101.01,,
1.3,,97,,18,100.98,,
1.2,,97,,17,100.91,,
1,,98,,16,100.91,,
1,,98,,16,100.91,,
1,,97,,20,100.88,,
1.2,,95,,14,100.86,,
1.3,,95,,16,100.84,,
1.8,,90,,20,100.87,,
2,,90,,22,100.87,,
2.3,,91,,21,100.8,,
2.6,,91,,17,100.73,,
3.1,,91,,18,100.65,,
3.3,,88,,19,100.6,,
3.3,,85,,21,100.58,,
3.2,,85,,20,100.57,,
3.2,,86,,17,100.57,,
3.2,,83,,16,100.58,,
3.1,,85,,14,100.55,,
2.8,,88,,13,100.53,,
2.5,,93,,16,100.46,,
2.2,,96,,13,100.39,,
2.1,,97,,13,100.31,,
2.2,,96,,10,100.26,,
1.8,,97,,12,100.19,,
1.6,,97,,15,100.13,,
1.4,,97,,11,100.11,,
1.5,,97,,8,100.08,,
1.4,,98,,12,100.03,,
1.5,,98,,9,100.01,,
1.5,,98,,10,99.99,,
1.3,,98,,13,99.98,,
1.4,,98,,11,99.96,,
1.5,,98,,9,99.96,,
1.5,,97,,8,99.92,,
1.8,,96,,6,99.87,,
2,,96,,5,99.8,,
2.3,,97,,4,99.78,,
2.2,,96,,4,99.79,,
2.2,,97,,5,99.82,,
1.6,,96,,4,99.87,,
1.1,,96,,0,99.9,,
1.3,,97,,3,99.9,,
1.6,,96,,5,99.9,,
1.7,,96,,6,99.87,,
1.8,,97,,5,99.86,,
1.6,,98,,0,99.87,,
1.5,,98,,3,99.85,,
1.4,,99,,3,99.86,,
1.3,,99,,0,99.87,,
1.1,,99,,6,99.88,,
1.2,,97,,5,99.88,,
1.2,,95,,5,99.87,,
1,,93,,12,99.91,,
0.5,,86,,15,99.93,,
0.2,,83,,14,99.94,,
0.3,,85,,13,99.97,,
0.6,,82,,13,99.99,,
0.7,,80,,14,99.95,,
0.1,,80,,16,99.94,,
-0.2,,79,,15,99.92,,
-0.5,,80,,15,99.94,,
-0.8,,78,,14,99.99,,
-1,,77,,14,100.07,,
-1.2,,77,,13,100.16,,
-1.8,,76,,19,100.26,,
-2.2,,75,,17,100.34,,
-2.7,,73,,15,100.41,,
-2.9,,71,,18,100.48,,
-3.2,,73,,15,100.53,,
-3.5,,72,,14,100.59,,
-3.9,,72,,17,100.63,,
-4.2,,71,,16,100.68,,
-4.3,,72,,13,100.76,,
-4.6,,72,,15,100.85,,
-4.6,,73,,13,100.89,,
-4.8,,71,,17,100.92,,
-4.9,,70,,13,100.97,,
-5,,67,,13,101.03,,
-4.9,,70,,9,101.08,,
-5,,72,,15,101.13,,
-5,,72,,11,101.18,,
-5,,69,,12,101.17,,
-4.9,,71,,9,101.17,,
-4.9,,70,,7,101.15,,
-4.5,,69,,10,101.15,,
-4.8,,66,,13,101.18,,
-5.1,,68,,13,101.24,,
-5.1,,68,,9,101.27,,
-5,,66,,7,101.34,,
-5,,67,,7,101.34,,
-4.8,,66,,7,101.34,,
-4.8,,68,,7,101.32,,
-4.7,,66,,7,101.34,,
-4.7,,66,,8,101.36,,
