Temp,Temp Indicateur,Hum. rel (%),Hum. rel. Indicateur,Vit. du vent (km/h),Pression de la station (kPa),Pression de la station Indicateur,Temps
4.3,,87,,19,100.63,,
3.7,,85,,16,100.74,,
3.2,,81,,16,100.81,,
1.9,,85,,14,100.87,,
1.6,,84,,17,100.95,,
0.6,,71,,27,101.1,,
-0.6,,70,,18,101.18,,
-2.1,,60,,25,101.31,,
-2.9,,56,,24,101.46,,
-4.1,,61,,25,101.55,,
-5.9,,56,,22,101.69,,
-5.8,,60,,15,101.77,,
-5.6,,51,,21,101.82,,
-5.3,,52,,21,101.84,,
-5.2,,51,,26,101.82,,
-5.3,,50,,21,101.82,,
-5.5,,47,,23,101.8,,
-5.1,,48,,17,101.75,,
-5.3,,48,,20,101.82,,
-5.1,,47,,22,101.84,,
-5.4,,51,,14,101.88,,
-5.2,,50,,15,101.93,,
-5.1,,50,,14,102,,
-6.3,,57,,9,102.01,,
-5.9,,54,,13,102.01,,
-6,,53,,17,102.08,,
-6.3,,55,,24,102.16,,
-7.2,,59,,17,102.24,,
-8.1,,63,,11,102.29,,
-8,,63,,9,102.34,,
-7.5,,58,,10,102.35,,
-7.7,,62,,5,102.34,,
-7.9,,66,,3,102.3,,
-7.1,,64,,5,102.3,,
-7.3,,76,,12,102.32,,
-5.2,,75,,12,102.3,,
-3.6,,71,,15,102.28,,
-2.4,,71,,15,102.28,,
-1.1,,70,,15,102.24,,
0,,65,,19,102.12,,
1.7,,62,,21,102.01,,
3.1,,59,,20,101.93,,
3.4,,56,,23,101.93,,
2.9,,61,,19,101.91,,
2.4,,63,,20,101.95,,
1.9,,69,,16,101.96,,
1.8,,70,,20,101.92,,
2.1,,71,,19,101.94,,
2.1,,75,,20,101.96,,
2.4,,74,,18,101.93,,
1.7,,77,,16,101.91,,
1.8,,78,,14,101.91,,
1.9,,71,,16,101.91,,
1.8,,73,,10,101.9,,
1.5,,71,,14,101.93,,
1.5,,68,,14,101.86,,
0.8,,73,,10,101.85,,
-0.4,,81,,13,101.82,,
-0.3,,80,,12,101.82,,
0.1,,76,,8,101.83,,
1.2,,71,,9,101.78,,
2.3,,68,,17,101.72,,
3.5,,65,,18,101.63,,
4.4,,61,,17,101.48,,
4,,59,,18,101.38,,
4.4,,56,,16,101.28,,
4.8,,50,,24,101.2,,
4.3,,52,,21,101.07,,
4.3,,53,,18,100.98,,
4.4,,54,,21,100.85,,
4.3,,59,,21,100.7,,
4.4,,63,,28,100.6,,
4.4,,65,,22,100.53,,
4.5,,73,,19,100.48,,
3.5,,91,,18,100.41,,
3.1,,93,,32,100.31,,
1.6,,95,,32,100.07,,
1.9,,95,,31,99.97,,
2,,94,,29,99.86,,
2.2,,94,,22,99.73,,
2.4,,94,,21,99.65,,
2.5,,94,,16,99.58,,
2.8,,95,,9,99.55,,
3.6,,95,,13,99.55,,
5.2,,88,,16,99.54,,
4.6,,86,,26,99.6,,
4.3,,84,,25,99.63,,
4.5,,79,,25,99.64,,
4.5,,76,,19,99.65,,
5,,72,,22,99.66,,
4.8,,65,,23,99.7,,
4.3,,64,,21,99.76,,
3.6,,69,,17,99.86,,
2.6,,75,,13,99.92,,
2.6,,70,,16,99.95,,
2.4,,68,,15,99.95,,
1.9,,69,,20,99.94,,
1.6,,70,,14,99.91,,
1.4,,69,,19,99.92,,
0.9,,68,,22,99.89,,
0.6,,65,,23,99.86,,
-0.6,,70,,24,99.89,,
-0.7,,65,,19,99.89,,
-1.3,,76,,19,99.87,,
-1.5,,48,,27,99.89,,
-2.2,,55,,16,99.91,,
-2.3,,62,,23,99.94,,
-2.7,,65,,20,99.97,,
-2.1,,62,,26,99.96,,
-1.9,,58,,33,99.95,,
-1.6,,54,,29,99.96,,
-2.4,,58,,25,99.97,,
-2.6,,56,,28,99.98,,
-2.9,,59,,24,100,,
-3.4,,57,,29,100.08,,
-3.6,,58,,27,100.17,,
-4,,57,,30,100.29,,
-4.9,,56,,26,100.43,,
-4.7,,60,,23,100.49,,
-4.9,,63,,21,100.54,,
-5,,64,,21,100.58,,
-5.1,,68,,21,100.6,,
-4.7,,67,,23,100.66,,
-4.7,,66,,29,100.68,,
-5.3,,65,,24,100.76,,
-5.5,,73,,17,100.81,,
-5.8,,69,,19,100.85,,
-6.2,,68,,24,100.87,,
-6.6,,72,,17,100.91,,
-6.9,,72,,16,100.95,,
-7.7,,76,,7,100.99,,
-6.8,,72,,7,101.03,,
-5.6,,72,,10,101.02,,
-5,,64,,9,101.02,,
-3.9,,61,,12,100.98,,
-2.7,,65,,11,100.86,,
-1.7,,63,,13,100.8,,
-1.2,,57,,16,100.75,,
